,Name,Description,Popularity,carbohydrates,fat,protein,calories,protein-cal-ratio
1790,Feijoada à portuguesa,"<p>Feijoada is a hearty bean stew that appears in several local and international varieties. Although it is often assumed that feijoada originated in Brazil, where it is considered a national dish, it was primarily made in Portugal before it was introduced to Brazil. The Portuguese version is believed to have originated in the north of Portugal, but today it appears in several versions throughout the country. It is usually made with red kidney or white beans, while the additions usually include pork, beef, blood sausage (<em>morcela</em>), farinheira sausage, or chouri&ccedil;o. Some variations also include vegetables. Similar versions of feijoada are found in most Portuguese colonies, including Brazil, Macau, Angola, Mozambique.</p>",4000000,51.858333333333334,49.952777777777776,43.07277777777777,383.8888888888889,0.1122011577424023
301,Cabrito,"<p>Cabrito is roasted goat kid, a specialty of the Mexican city of Monterrey. Apart from Mexico, the dish is also popular in Brazil, Argentina, Spain, and Portugal. Traditionally, goat kid should be no more than three weeks of age and it should never have been fed anything other than mother's milk. Those predispositions are crucial for developing good flavors in the dish. There are numerous styles of cooking cabrito, such as <em>cabrito al pastor</em> (spit-roasted, no seasonings), <em>cabrito al horno</em> (oven-roasted), <em>cabrito en sangre</em> (braised in blood with offal and seasonings), and <em>cabrito en salsa</em> (braised in tomatoes with garlic, onions, and chilis).</p>",4000000,11.918750000000001,14.249999999999998,20.11875,191.875,0.10485342019543974
314,Machaca,"<p>Machaca is a traditional Mexican dish consisting of marinated and shredded beef. The meat is usually marinated in a mixture of garlic, salt, pepper, lime juice, Worcestershire sauce, and chilis. Originally, the meat was dried, rehydrated, and pounded to make it tender again. Although meat-drying is one of the oldest methods of preservation, drying the beef with native spices and chilis was invented by the people of northern Mexico. Today, shredded beef is often cooked with onions, garlic, bell peppers, and finely chopped tomatoes. With its rising popularity, there are also some variations on the recipe, so machaca can be added to burritos, prepared with scrambled eggs (<em>macahaca con huevos</em>), or slow-cooked overnight and served with cheese, sour cream, and tortillas. It is recommended to pair machaca with beverages such as tequila, White Zinfandel, or margaritas.</p>",3600000,11.923,12.6435,32.8855,289.45,0.11361375021592676
2051,Entrecôte,"<p>Entrec&ocirc;te is a type of beef steak that's cut from between the ribs, but it's more commonly known as a thin and boneless rib-eye steak. The butchers cut bone-in rib-eyes with the bone on each side, but there are also six leftover boneless steaks from the meat between each bone-in rib-eye, and they're known as the entrec&ocirc;tes. Due to the fact that these cuts are thin, it makes them great for quick cooking on the grill or in a pan (high heat), but it's important not to overcook them. The steaks are juicy, tender, and generously marbled. This type of meat cut is popular in France and Europe, and the word <em>entrec&ocirc;te</em> means <em>between the ribs</em>.</p>",3500000,0.2157894736842105,11.91578947368421,25.568421052631578,210.3684210526316,0.12154115586690016
1848,Arrosticini,"<p>Also known as <em>arrustelle </em>or <em>rustelle</em> in local dialect, arrosticini are skewers made with <em>castrato</em>, the meat of castrated sheep, mutton, or sometimes even lamb, traditionally grilled on an elongated, charcoal-fired brazier called <em>fornacella</em>. One of the most popular meat dishes of modern Italian cuisine, these skewers were once a staple of shepherds who lived in the mountainous areas of Abruzzo, prepared merely with leftover sheep meat of lesser quality. Today, arrosticini are made with well-marbled, more tender cuts mixed with hefty chunks of ovine fat, which makes them particularly succulent. The skewers are sometimes seasoned with Mediterranean herbs, although they are more often simply generously salted to taste and then seared until almost charred. Arrosticini can be found in almost any village and town throughout the region, especially near the Gran Sasso mountain, but they are also available ready-made in numerous supermarkets. In traditional Abruzzo style, to fully enjoy the tenderness and rich flavor of grilled meat, arrosticini are served sizzling hot and are often accompanied by slices of <em>pane unto</em> - a crusty, homebaked sourdough bread that is grilled and drizzled with extra virgin olive oil. As for the wine pairing, arrosticini go hand in hand with a glass of <em>Montepulciano d'Abruzzo</em>.</p>",3400000,1.5557894736842104,12.741578947368424,21.18631578947369,205.73684210526315,0.10297774366845742
6283,Chankonabe,"<p>A highly caloric staple of the sumo wrestlers' diet, chankonabe is a rich stew consisting of dashi, sake, chicken or fish, and vegetables such as daikon and bok choy, although the dish has no fixed recipe and usually contains readily available ingredients that are full of protein. The dish is often served with rice, beer, and side dishes such as fried chicken and shrimp dumplings. Chankonabe dates back to the late 19th century, when cooks from Niigata started to make meals for sumo wrestlers. It is the main course of a sumo meal, and all the wrestlers have to eat it as a part of their weight-gain diet, whether they like the dish or not. The word <em>chan</em> refers to <em>father</em>, while <em>nabe</em> refers to one-pot meals that are often served at the table. However, chankonabe is not reserved only for sumo wrestlers, as it is a nutritious and filling bowl of soup that is ideal for winter, but it should be consumed in moderation in order not to gain too much weight.</p>",3110000,27.733333333333334,5.733333333333333,31.7,285.6666666666667,0.11096849474912485
1300,Asado,"<p>Considered an epitome of Argentinean gastronomy and culture, asado (lit. roast; roasted) is much more than merely a meal. In Argentina, Chile, Uruguay, Paraguay, and in a number of other South American countries, it is both a culinary and social event attended by friends and family to share the joy of outdoor cooking. Asado traditionally features a wide selection of grilled meats, mainly beef, which Argentina is most known for. The meat is cooked on a special brick-built grill called <em>la parrilla</em>, and the fire can either be made with charcoal (<em>parrilla al carb&oacute;n</em>) or wood (<em>parrilla a le&ntilde;a</em>) which is more typical for the countryside and known as <em>asado criollo</em>, a term that indicates a more rustic, traditional style of grilling. First to go on the grill are <em>chorizos</em> (pork sausages), <em>morcillas</em> (blood sausages), and <em>achuras</em> (offal), followed by thinner beef cuts such as <em>matambre</em> (rose) and <em>entra&ntilde;a</em> (skirt steak), which are to be grilled hot and fast, as they would otherwise dry out. As for all the other juicy asado meats, they are grilled to perfection over <em>fuego lento</em> or slow fire. Some of the most popular cuts include <em>bife de chorizo</em> (sirloin), <em>tira de asado</em> (beef chuck ribs, flanken-style), <em>bife ancho</em> (Argentine ribeye), <em>bife angosto</em> (striploin), <em>bife de costilla</em> (T-bone or porterhouse), <em>lomo</em> (tenderloin), <em>cuadril</em> (rump), and <em>vacio</em> (flank steak). Lastly, apart from various side dishes and salads, the delicious asado meats are traditionally accompanied and doused with two sauces: <em>chimichurri</em> and <em>salsa criolla</em>.</p>",3000000,1.7666666666666666,8.935,16.666666666666668,154.33333333333334,0.1079913606911447
43,Vegemite,"<p>Vegemite is a notoriously yeasty spread that can be found in nine out of ten pantries in Australia. It all began in 1922 when the <em>Fred Walker Company</em> (known today as <em>Kraft Food Company</em>) employed a chemist to invent a new spread from one particular ingredient that is rich in Vitamin B. He called it Vegemite, a spread made from leftover brewers' yeast extract, spices, and vegetable additives. Its texture is thick, gluey and dense, similar to peanut butter, while its color is dark red to brown, almost black. The taste is an acquired one, as Vegemite is extremely salty. Vegemite is typically spread over buttered toasted bread in a fine, thin layer that you can see through.</p>",3000000,5.256875000000001,1.005625,5.924687499999999,55.929817500000006,0.10593074972933711
6514,Maraq,"<p><em>Maraq</em> is a delicate and aromatic Yemeni lamb (or chicken) broth soup that is traditionally served at the beginning of the meal. Each family and restaurant makes a different maraq stock, so it may be simmered with garlic, turmeric, onions, coriander, pepper, or cinnamon, depending on personal preferences. The stock can also act as a base for numerous other dishes, such as <em>salta</em>, a stew that is also the national dish of Yemen. Maraq is also a natural remedy for sick people, and it is often served to women who just gave birth, in order to strengthen them. The soup is traditionally served with fresh slices of lemon which should be squeezed in it for that extra flavor.</p>",2900000,28.3075,5.9575,35.84625,319.1625,0.1123134766772412
322,Shrimp Cocktail,"<p>Shrimp or prawn cocktail is a seafood dish consisting of cooked prawns served in a glass with cocktail sauce. The dish has vague origins, but most people claim that it was invented by a 19th-century miner from California who first used oysters in a glass with a sauce, but the Golden Gate Hotel in Las Vegas was the first to offer a 50-cent shrimp cocktail in 1959. It was served in a tulip glass with cocktail sauce. The cocktail sauce usually consists of ketchup and horseradish or ketchup and mayonnaise. This iconic dish was especially popular from the 1960s to the 1980s.</p>",2500000,5.885588235294117,2.0254235294117646,13.540617647058824,104.21000588235293,0.1299358687528086
1945,Klopsiki,"<p>Klopsiki are traditional Polish meatballs that are usually made with ground pork or beef, occasionally ground chicken or game, eggs, breadcrumbs or soaked bread, and a variety of spices and herbs. They can be pan-fried, cooked, or slowly braised in flavorful broths. Fried varieties, known as <em>mielony</em>, are usually larger in size and flat, while the cooked klopsiki are smaller in size and typically round-shaped. Most varieties are typically served accompanied by sour cream, mushrooms, and tomato sauces, or incorporated in comforting Polish soups.</p>",2360000,16.78421052631579,298.5547368421053,31.43105263157895,212.55263157894737,0.14787421072180265
5584,Biltong,"<p>Biltong is a traditional South African beef snack that is cured in a unique way. The word comes from the Dutch <em>bil</em>, meaning <em>hind quarter</em>, and <em>tong</em>, meaning <em>strip</em>, in this case - a strip of meat. Although it looks similar to American beef jerky, it is quite different in flavor and the method of preparation. The beef is dried with vinegar which cures the meat and adds layers of texture and flavor. It is seasoned with salt, pepper, and coriander, and the meat is much thicker than beef jerky. Originally, it was created out of necessity as a survival food when the Dutch settlers arrived in South Africa. As the climate was extremely hot, they needed to preserve the meat, so they hung it out to dry and found out that it had become hard on the exterior, yet flavorful on the inside. And so, biltong was born, enjoyed today both in South Africa and abroad as a testament to its ever-growing popularity.</p>",2350000,1.671578947368421,3.0399999999999996,35.4521052631579,173.52631578947367,0.2043039126478617
6235,Tong sui,"<p>Originally a Cantonese specialty, tong sui (lit. sugar water) is a type of sweet soup or a custard-like dessert made with a base of either water or coconut milk. Extremely popular throughout the country, these sugary treats are nowadays found in tong sui shops but also at numerous food stalls, freshly prepared by street vendors. Tong sui desserts are available in a myriad of different colors and an unlimited selection of flavors, ranging from the simple fruity varieties and tofu puddings to the gaggingly bizarre ones such as <em>guilinggao </em>- powdered tortoise shell jelly or <em>hasma</em> - a sweet soup made with frogs' fallopian tubes! As an example of some appetizing combinations, Chinese dessert soups are often flavored with mango, pomelo, strawberries, citrus peels, pearl tapioca, or vanilla bean, peanut or black sesame paste, and almond or walnut flour. Most common tong sui toppings include ice cream, fresh fruits, and the bittersweet herbal grass jelly, while the chewy, glutinous rice dough balls called <em>tong yuan</em> are another popular addition to these soups. Depending on the season, tong sui can be enjoyed either hot or cold.</p>
",2300000,9.896875000000001,6.413125,16.8625,158.79375,0.1061912071476365
1828,Sfogliatella,"<p>Sfogliatella is one of the most famous Italian pastries, with many regions offering their spin on the recipe. Although traditionally associated with Naples, it is believed that the original sfogliatella was invented around 1700 on the Italian Amalfi Coast, as a creation of nuns from the Santa Rosa monastery. This version was filled with luscious custard cream and black cherries preserved in syrup, and although the nuns were forbidden to have contact with the external world, the recipe was somehow obtained by a Neapolitan chef who started preparing his variety of these delicious sweets which soon became a Naples favorite. Nowadays, they are offered in two main varieties: <em>riccia</em> and <em>frolla</em>. Sfogliatella riccia is regarded as the traditional and the most common variety. It is an elaborate dessert made with multiple layers of paper-thin dough arranged in a clam-shaped pocket, filled with a delicious cream made with semolina, water, ricotta, sugar, eggs, cubed candied fruit, cinnamon, and a pinch of salt. Sfogliatella frolla has the same filling, but it is round-shaped and made with shortcrust pastry. Another version of this dessert is <em>coda d&rsquo;aragosta</em>, literally meaning<em> lobster tail</em>, filled with pastry cream. It is a very popular dessert in the United States, with their version typically being much larger than the original. Traditionally, sfogliatella should always be served freshly prepared, while still crispy, preferably warm and dusted with powdered sugar.</p>",2000000,67.11444444444444,82.03388888888888,46.352222222222224,354.8155555555556,0.13063751432669243
1310,Obleas,"<p>Obleas are thin Colombian wafers characterized by their round shape and a slightly brown color. They&rsquo;re customarily spread with <em>arequipe</em> caramel and other toppings such as fruit jams, grated cheese, or chocolate sprinkles. The shredded cheese is usually added for texture as it doesn't have an overpowering flavor. Obleas are also popular in Venezuela, El Salvador, and Mexico, among other countries. Some people claim that the first obleas were made around Floridablanca in Santander, where the first oblea factory was set up in the 1940s. Depending on regional preferences, the wafers can be served sandwiched with fillings such as condensed milk or <em>Chantilly</em> cream. They are usually bought at street stands packed with stacks of wafers and numerous jars that hold various toppings.</p>",2000000,64.799,8.587,15.3019,119.17450000000001,0.12839911222618933
1877,Rouladen,"<p>Rouladen are traditional German meat rolls stuffed with a variety of ingredients. They are always served accompanied by a creamy sauce. The rolls are usually made with long and thin beef steaks, which are pounded, generously seasoned, and usually covered with a layer of sharp German mustard, which flavors them and keeps the meat juicy and tender. Traditional stuffing inside rouladen usually incorporates thin strips of bacon and sliced pickles, but there are many different regional combinations which might include carrots, onion, or bread. The steaks are typically rolled into small logs and secured with toothpicks. Rouladen are shortly seared on all sides, then braised in a flavorful mixture of wine and vegetable or meat broth. The same broth, commonly thickened with flour, is usually used as the base for a velvety sauce accompanying the rolls. Potato dumplings, braised red cabbage, mashed potatoes, <em>sp&auml;tzle</em>, different vegetables, or soft boiled potatoes can all be served as side dishes with this German classic. Even though it is believed that the name <em>roulade</em> derives from the French <em>rouler</em>, which means <em>to roll</em>, this delicacy is considered to be an authentic German dish.</p>",1950000,3.1736842105263157,9.305263157894737,22.615789473684213,190.3684210526316,0.11880011058888583
316,Birria,"<p>Birria is a traditional, slow-cooked goat stew originating from the Mexican state of Jalisco. Colloquially, <em>birria</em> means<em> mess</em>, used in context to refer to anything of inferior quality, indicating the working-class origins of this humble dish. The slow-cooking method ensures that the meat is extremely tender. Other ingredients in the stew include roasted chili peppers, garlic, cumin, bay leaves, and thyme. On street stands, known as <em>birrierias</em>, birria is served only in the mornings, since it has a reputation of being a great hangover cure. It is commonly served with corn tortillas and garnished with onions, coriander, and lime wedges, especially on Christmas, New Year, and wedding menus, where this flavorful stew is also commonly consumed.</p>",1830000,13.973333333333333,9.713888888888887,24.828333333333333,231.06666666666666,0.10745095210617427
1915,Tafelspitz,"<p>Even though <em>tafelspitz</em> is today one of the most popular Austrian dishes, this succulent boiled veal dish was once reserved only for the ruling class, and it was the favorite dish of Emperor Franz Joseph I. According to the 1912 imperial cookery book, tafelspitz was standard fare at the court, and ""his Majesty&rsquo;s private table was never without a fine piece of boiled beef."" The name <em>tafelspitz</em> (lit. a tip [of meat] for the table) refers to a cut from the top hind end of the cow just below the tail, though some cooks prefer to use top round or chuck for this dish, while the richest and juiciest meat comes from a leg cut called <em>beinfleisch</em>. Regardless of the cut, the meat is always simmered slowly with root vegetables. Some chicken pieces and a marrow bone may also be added to the mix, and the pot is constantly skimmed, resulting in a crystal clear broth. Traditionally, tafelspitz is eaten in separate courses: first comes the broth that's served hot in bouillon cups, followed by tender slices of beef which are usually accompanied by potatoes, carrots, and a creamy apple-horseradish and chive sauce.</p>",1800000,8.827894736842106,11.072105263157896,25.494736842105265,239.10526315789474,0.1066255778120185
1902,Schweinebraten,"<p>Schweinebraten is a traditional German pork roast originating from Bavaria. It is typically prepared for Sunday lunch and consists of sliced pork roast that's served with homemade gravy, <em>semmelkn&ouml;del</em> (bread dumplings) or potato dumplings, and either sauerkraut or <em>rotkohl</em> (red cabbage). When properly prepared, the meat should be succulent and very tender. The best part of pork to use for this dish is boneless pork shoulder. Before the preparation, pork is often rubbed with mustard, marjoram, or minced garlic, giving it a bit of extra flavor. For the best possible experience, it is recommended to pair the dish with a cold German beer on the side, preferably a lager.</p>",1500000,0.8805263157894739,5.6157894736842096,19.294736842105266,131.96842105263158,0.14620722660923668
6317,Betutu,"<p>This ceremonial Balinese dish comes in two versions: the chicken-based <em>ayam betutu</em>, or the traditional duck version that goes under the name <em>bebek betutu</em>. The whole animal is rubbed and stuffed with a mixture of local spices such as turmeric, ginger, pepper, chili, and shrimp paste. Though the dish is nowadays mainly barbecued, the traditional procedure includes wrapping the seasoned duck or chicken in leaves, placing it in an earth oven, then steaming it over hot coals. If prepared in an old-fashioned way, the dish should always be ordered at least a day ahead. Long steaming time and fragrant spices produce a dish that is moist and full of flavor, and it is usually served at weddings and other important ceremonies.</p>",1500000,8.725,8.815000000000001,21.71,202.0,0.10747524752475247
6359,Dak Galbi,"<p>Dak galbi is the South Korean variety of stir-fried chicken. It is a communal dish that's cooked tableside, on large cast iron skillets. Typical elements in dak galbi include various chicken cuts, cabbage, <em>tteok</em> rice cakes, carrots, chili peppers, and sweet potatoes. When served in restaurants, the server will bring all the ingredients and cook the dish for the guests. Occasionally, perilla leaves are incorporated into dak galbi, but the final addition is always a generous amount of spicy sauce made with spicy chili paste, chili flakes, soy sauce, garlic, ginger, and onions. It is put on top of dak galbi and mixed until all the elements are completely coated in it. At the end of the meal, when there is still some food left in the skillet, a common tradition is for the server to add rice into the skillet and create an unusual variety of fried rice. Several vegetable side dishes are usually served alongside dak galbi, and lettuce or perilla leaves are occasionally used instead of utensils as crunchy wrappers. Dak galbi is now considered a Korean classic, but it originated as a frugal dish in the 1960s. Since then, it has spread from Chuncheon to other parts of South Korea. Although it can be prepared at home, it is typically eaten in specialized dak galbi restaurants.</p>",1400000,26.642777777777773,12.274444444444445,32.04833333333333,288.65555555555557,0.11102621348011855
6179,Şiş tavuk,"<p>Other than serving styles and accompanying ingredients, there really isn't much difference between this Turkish classic and Arab shawarma, or Greek gyros, as all three preparations include barbecued meat, spit-roasted over coals. However, making şiş tavuk includes marinating chicken for at least several hours in a mixture of olive oil, lemon, and garlic before roasting. The delicious Turkish chicken kebab is typically accompanied by various sauces and fresh vegetables, along with pita bread and a side of either rice or couscous.</p>
",1260000,8.233571428571429,14.409285714285716,23.919285714285714,211.14285714285714,0.11328484438430311
2155,Spezzatino,"<p>Spezzatino is an Italian stew consisting of small pieces of meat that are cooked in a small amount of liquid. It's usually made from the less tender cuts of beef, lamb, mutton, or pork, which all have a nice amount of connective tissue and cartilage that breaks down into a hearty gravy. The meat pieces are typically dusted with flour, then fried in butter with carrots, onions, celery, pancetta, and white wine. The combination is cooked slowly for a long time until all the ingredients are covered in a dense sauce. There are also versions of spezzatino with added potatoes or tomatoes, and the name of the dish is derived from the word <em>spezzettare</em>, which means <em>to cut into smaller pieces</em>.</p>",1250000,14.066470588235296,6.738823529411765,24.322941176470586,201.7058823529412,0.12058617672790899
339,Chapulines,"<p>Chapulines is a Mexican specialty dish consisting of fried grasshoppers, characterized by a crunchy texture and yeasty flavor. The grashoppers are traditionally seasoned with chilis, garlic, and a squeeze of lime juice. They can be used as a filling for tacos, preferrably with some green salsa and onions, or on tostadas with cheese and guacamole. The dish is a staple in the region of Oaxaca, providing the consumers with inexpensive, yet plentiful doses of protein.</p>",1200000,5.778947368421053,4.984210526315789,16.29947368421053,129.12105263157895,0.12623405209309913
1954,Pollo al ajillo,"<p>This simple Spanish dish known as pollo al ajillo consists of chicken pieces drenched in garlic sauce. The sauce is usually made with white wine, stock, garlic, and herbs such as bay leaves, thyme, and rosemary. It can be consumed as the main course or as a tapa. It is recommended to serve pollo al ajillo with vegetables or mushrooms on the side.</p>",1180000,5.295,8.105,20.929999999999996,181.245,0.1154790476978675
